MOFid,metal,linker,density,Di,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000
BAHMAZ_clean,[Ag],[N][C][N][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][N][Branch1][Ring2][C][Ring1][=Branch2][C][Ring1][Branch2],1.44866,5.11483,-3.5080978758799155,1.6342253979,3.2681193654
BAKJII_clean,[Co],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.959339,6.19215,-4.041138566958406,1.3490561808,9.5425022143
BAKJOO_clean,[Co],[OH0][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][N][C][=Branch1][C][=O][OH0],1.0049,7.70901,-3.358461444183337,1.4731725888,8.2500645134
BANMAG_clean,[Co][Nd],[O][=C][Branch1][C][OH0][C][O][C][C][=Branch1][C][=O][OH0],1.37401,8.68497,-4.9705066478118205,0.1554173512,2.9093382739
BARZOK_clean,[Cu],[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][Ring1][#Branch2],1.45609,7.65896,-4.419745791809325,0.4337939644,1.6583135050000002
BARZUR_clean,[Zn],[N][Branch2][Branch1][N][C][=C][N][=C][C][Branch2][Ring2][S][N][Branch2][Ring2][O][C][=C][N][=C][C][Branch2][Ring1][#C][N][Branch2][Ring1][#Branch2][C][=N][C][Branch1][S][N][Branch1][N][C][=N][C][Ring2][Ring1][Ring2][=C][N][=C][Ring1][=Branch1][C][=C][N][=C][Ring1][=C][C][=N][Ring2][Ring1][=Branch1][C][=N][Ring2][Ring1][=C][C],0.925783,5.4946,-3.260300312815851,4.1236438596,6.6959399898
BASSOF_clean,[Ag][Dy],[NH1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][=Branch2][C][=C][Ring1][=Branch2][N][=C][Ring1][N][C][=Branch1][C][=O][OH0],2.37315,4.00711,-3.199876358844703,0.6868140435,0.7122414958000001
BASSUL_clean,[Ag][Er],[OH0][C][=Branch1][C][=O][C][=C][Branch1][=C][C][=C][C][Branch1][=Branch1][NH1][C][=N][Ring1][Branch1][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],2.38455,4.06394,-3.229771906525284,0.6597354333000001,0.7025780540000001
BASTAS_clean,[Ag][Gd],[NH1][C][=N][C][=C][C][=Branch1][#C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][N][Ring1][=Branch2][C][=Branch1][C][=O][OH0],2.3203,4.07475,-3.2533689142956725,0.6794571526000001,0.7150214389
BASTEW_clean,[Ag][Sm],[OH0][C][=Branch1][C][=O][C][=C][C][NH1][C][=N][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],2.27886,4.09539,-3.308041076263128,0.6700994449000001,0.7170961924
BASTIA_clean,[Ag][Tb],[N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][=Branch2][C][=C][Ring1][=Branch2][NH1][C][=Ring1][N][C][=Branch1][C][=O][OH0],2.33951,4.02341,-3.247973075272277,0.6767411488,0.7129953662
BASTUM_clean,[Ag][Ho],[NH1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][=Branch2][C][=C][Ring1][=Branch2][N][=C][Ring1][N][C][=Branch1][C][=O][OH0],2.35952,4.06234,-3.20278787507875,0.6738577552,0.7063579668000001
BAWRUO_clean,[U],[C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][OH0][OH0][P][=Branch1][C][=O][Branch1][C][OH0][OH0],2.71918,7.29901,-5.022359604361706,0.1406692115,2.3185663033
BAXREY_clean,[W][Cu],[O][C][C][N][Branch1][Ring2][C][C][O][C][C][OH0],1.52944,6.6974800000000005,-4.900675087461166,0.192572409,2.1506851173
BAYCUA_clean,[Ag],[C][N][C][N][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][N][Ring1][=Branch2][C][Ring1][#Branch1],1.12688,7.77534,-4.414992978525054,0.6062312054,6.6790310256000005
BAZGAM_clean,[Cu],[C][=C][C][=Branch2][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring2][Ring1][=C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][#C][=C][Ring2][Ring1][Branch1][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],0.126526,42.79816,-4.927250271162648,0.1789330343,39.9147146434
BAZJIX_clean,[Mn],[N][=NH0][N][=N][C][Ring1][Branch1][=C][C][=C][C][C][Branch1][S][C][=C][C][=Branch1][Branch2][=C][N][=N][N][=NH0][Ring1][Branch1][C][=Ring1][O][=C][Ring1][#C],0.7704529999999999,8.75902,-2.080615393445245,5.4648299026,11.1567347953
BEJZAS_clean,[Zn],[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][OH0][O],1.35569,4.75514,-4.430421282797144,0.5423634777,4.7624375637
BELTOD_clean,[Mn],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Branch1][P][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][#Branch2],1.03427,5.92256,-3.183690411741221,2.9190699177,6.2073668611
BELTUJ_clean,[Co],[P][=Branch1][C][=O][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],1.08566,5.64744,-3.5117342064401664,2.2151802083,5.5965359808
BELYIC_clean,[Mg],[O][=C][Branch1][C][OH0][C],0.963294,4.0335,-2.8043770564130632,5.5317312993000005,5.3572658194
BENZOL_clean,[Sr],[C][=C][C][=Branch1][=N][=C][C][=C][Ring1][=Branch1][CH0][Branch1][Ring1][C][#N][C][#N][CH0][Branch1][Ring1][C][#N][C][#N],1.15041,5.62502,-2.4742699375048782,4.7800991756,4.7988149202
BENZUR_clean,[Ba],[C][#Branch1][C][#N][CH0][Branch1][Ring1][C][#N][C][=C][C][=C][Branch1][Branch2][CH0][Branch1][Ring1][C][#N][C][#N][C][=C][Ring1][O],1.24694,5.75474,-2.678151047468931,4.5209302043,4.4310380837
BEPBAB_clean,[Ca],[C][=C][C][=Branch1][=N][=C][C][=C][Ring1][=Branch1][CH0][Branch1][Ring1][C][#N][C][#N][CH0][Branch1][Ring1][C][#N][C][#N],1.04154,5.3188,-1.91004192904808,5.212632668,5.2228378809
BEPLUF_clean,[Zn],[OH0][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1],0.8822679999999999,10.54661,-3.209249819772087,3.2421386675,8.2149820825
BEPNIV_clean,[Zn],[O][=C][Branch1][C][OH0][C@H1][Branch1][C][C][NH0][C][C][=C][C][=N][C][=C][Ring1][=Branch1],0.8933869999999999,10.32219,-3.343703390869771,2.9528965486,7.811741779
BEPPIX_clean,[Zn],[N][=C][C][=C][Branch1][S][C][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][C][C][C][C][=C][Ring1][#C],0.990438,9.77409,-3.0643491686644007,3.2987837554,6.6436416882
BEPPOD_clean,[Zn],[N][=C][C][=C][Branch1][S][C][NH0][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][C][C][C][C][=C][Ring1][#C],0.960732,10.03622,-3.063316895594288,3.2381971843,7.0150108412
BEPVEZ_clean,[Cu],[C][C][=C][Branch1][=Branch2][C][Branch1][C][C][=N][NH1][Ring1][=Branch1][C][C][=C][C][=C][C][Branch1][=N][C][C][=C][Branch1][C][C][NH1][N][=C][Ring1][=Branch1][C][=N][Ring1][=C],1.26954,5.76875,-4.142835221874724,0.8820926049000001,3.0972010199
BERFIP_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.95363,4.07847,-2.565876795768037,1.5818118865000002,1.5654187317
BETDAH_clean,[Ho],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/CH0][=N][/C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.16306,6.20265,-2.767596051109458,3.6970799,7.794727134
BETDEL_clean,[Dy],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/CH0][=N][/C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.1646,6.19335,-2.473832664875061,4.3333407844,7.9594398989
BETDIP_clean,[Tb],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][CH1][NH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.1806,6.11094,-2.1912692655162447,4.9554079322,7.7927744131
BETDUB_clean,[Eu],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=N][/C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.16905,6.03659,-2.1989010204850903,5.364293871,7.4362469022
BETFAJ_clean,[Sm],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=N][/C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.11108,6.19267,-2.0134848886903,5.2677934095,8.1393803302
BETFUD_clean,[Ce],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=N][/C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.06295,6.14614,-1.419041969047006,6.1795462906,8.324739923
BETGAK_clean,[La],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][/C][=N][/C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],1.06153,6.1095,-2.7573269119834545,4.3919040902,8.433461099
BEXPAX_clean,[Ni],[C][=Branch2][Ring1][S][=C][C][=Branch2][Ring1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0][OH0][C][=Branch1][C][=O][OH0],0.7490089999999999,6.17717,-3.62010735774254,3.0569449099,15.1980751729
BEXRUT_clean,[Ni],[C][=Branch1][C][=O][Branch2][Ring2][Ring2][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],1.07075,6.49399,-2.9641941695802894,5.4602260121,5.7523101142
BEXSAA_clean,[Mn],[C][=Branch1][C][=O][Branch2][Ring2][Ring1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][N][=C][Ring1][=Branch2][OH0],0.992771,6.21678,-2.132388753231905,8.8246025055,5.9658809104
BEXSEE_clean,[Co],[C][=Branch1][C][=O][Branch2][Ring2][Ring2][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],1.04973,6.49176,-2.651804211145525,6.217725751,5.8150990624
BEXSII_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring2][Ring2][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],0.943025,6.27069,-4.204060922622377,0.9059672664,9.5769118747
BEXTUV_clean,[Mn],[C][=Branch1][C][=O][Branch1][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][CH0][=C][Ring1][=Branch2][OH0],1.30528,4.28323,-1.2524677872589256,5.9350863622,5.6132202833
BEXVAD_clean,[Co],[C][=Branch1][C][=O][Branch1][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][CH0][=C][Ring1][=Branch2][OH0],1.37514,4.05512,-2.180865547089729,5.4414001732,5.3280570456
BEXVEH_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring2][#Branch2][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][O][C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][OH0],0.782835,9.97626,-4.450665622676955,0.5115586733,13.3587599784
BEYKEX_clean,[U],[C][=Branch1][C][=O][Branch2][Ring1][#Branch2][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][S][Branch1][C][OH0][Branch1][C][OH0][OH0][OH0],1.91723,5.23694,-5.068775612632327,0.1289984543,3.3657251209
BEZDUH_clean,[Mn][Ag],[N][=C][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][N],2.09417,4.24131,-2.516589594603448,0.9020422662,1.0386249113
BEZSIK_clean,[Bi],[C][Branch1][#Branch2][C][S][Branch1][C][OH0][Branch1][C][OH0][OH0][S][Branch1][C][OH0][Branch1][C][OH0][OH0],1.7574800000000002,5.50022,-1.1508116161361612,7.9239084386,3.3914696813000003
BIBBUL_clean,[Zn],[N][=C][Branch1][=C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][=Branch1][=C][C][=C][Ring1][#C][C][=Branch1][C][=O][OH0],1.32039,3.85878,-3.938724743184127,1.0455394178,1.5261884566
BIFKEI_clean,[Cu],[N][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][N],1.02128,5.92703,-3.734986316586104,2.5113036657,7.3473732
BIGZUO_clean,[Ag][Cr],[N][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],0.3083039999999999,21.72314,-4.959694410482989,0.1610144488,18.2829528481
BIHBAX_clean,[Ag][Cr],[O][=C][Branch1][C][OH0][C][=C][C][=N][C][=C][Ring1][=Branch1],0.3216719999999999,18.57439,-4.979576561330637,0.1592545937,18.0027533751
BIHMUC_clean,[Co],[O][=C][Branch1][C][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N],1.36548,4.80366,-4.052815358100728,0.8726012479,2.5510378344
BIMDIL_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring2][N][C@@][C][C@][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][C@@][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][C][C][C@][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][Ring2][C][Ring1][P][C][Ring1][S][C][Ring2][Ring1][Ring1][OH0],1.39622,5.20728,-3.3581017176231835,2.7095929841,5.3625016195
BINROH_clean,[Cu],[C][=C][C][=Branch2][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch2][C][=C][C][=Branch2][Ring1][#C][=C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][=C][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][Ring1][=Branch2][=C][Ring1][=N][C][=Branch1][C][=O][OH0],0.503862,21.31368,-4.406339626127217,0.5788195081,17.6824086367
BINRUN_clean,[Zn],[C][=Branch2][Ring1][Branch1][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0][C][=C][C][Branch2][Ring1][Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][Ring1][=Branch2][=C][Ring1][=N],0.511736,21.10287,-4.234293455447073,0.8880147873,17.5375812966
BINSAU_clean,[Mn],[C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Ring2][=C][Ring1][O][C][=C][C][=Branch2][Ring1][P][=C][C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][Branch2][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=N],0.4715749999999999,21.88013,-4.082107631322013,1.1818870603,18.4912956931
BIPKIW_clean,[Cu],[C][=C][Branch2][=Branch1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][#C][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][#C][C][=Branch1][C][=O][OH0],1.0068,12.38452,-3.5975082016084,1.8535415683,6.7267639656
BIPLIX_clean,[Zn][Co],[C][Branch2][Ring2][=Branch1][NH0][C][=Branch1][C][=O][C][=N][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][NH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring2][Ring1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring2][Ring1][O][C][=Branch1][C][=O][OH0],1.07595,7.36647,-3.522587865411341,1.3932924253,6.4831993103
BIQHEQ_clean,[Zn][Fe],[C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1.13318,4.74191,-3.168458469127829,2.963841465,6.1705576365
BIQVII_clean,[Ce],[C][=Branch2][Ring2][=Branch2][=C][C][O][C][=Branch1][C][=O][C][=C][C][Branch1][P][O][C][=Branch1][C][=O][C][=Branch1][Ring2][=C][Ring1][=C][C][=Ring1][=N][Ring1][Branch2][=C][C][=Branch1][Ring2][=C][Ring1][N][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.62242,5.22147,-0.6886530833993393,2.7706869704,2.7422806307
BIRLIZ_clean,[Ag],[S][Branch1][Ring2][C][S][C][C],1.34988,4.9162,-4.05739873378954,0.9776047136,3.116082906
BIXCOC_clean,[Co],[C][=Branch1][#C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][Branch1][N][C][=Branch1][C][=O][C][=Ring1][Branch2][C][=C][Ring1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][N][=O],1.18051,5.0423,-2.98320893095546,3.3545152093,4.0254049376
BIYTOU_clean,[Mn],[C][=Branch1][C][=O][Branch1][S][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],1.02105,7.95789,-3.089192099112413,3.4071564573,7.4886432678
BOCKOT_clean,[Tb],[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.37869,4.81526,-1.4418316341301038,5.1123985935,4.71322232
BODPAN_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],0.8880779999999999,0.0,-4.113663843483627,0.7199635153,10.9188220181
BOFGUZ_clean,[Cu],[C][=N][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Ring1][N],0.952067,5.47859,-4.162417242979464,1.0447228221,7.7559368995
BOJYIK_clean,[Tb],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.61681,4.83494,-0.9808753977763524,2.8549932592,2.4714786168
BOLPAU_clean,[Zn],[C][=Branch2][Branch1][=C][=C][C][=C][Branch2][Branch1][Ring1][Si][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring2][C][C][=Branch1][C][=O][OH0],0.900168,7.91374,-3.3085524749700266,2.9864563518,10.0695277067
BOLPEY_clean,[Zn],[Si][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C],0.8902749999999999,7.16659,-3.2248681584072094,2.7617311078,9.3487868902
BONWAD_clean,[Zn],[OH0][C][=Branch1][C][=O][C@@H1][O][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C@H1][Branch1][=Branch2][C@H1][Ring1][Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.91868,3.83514,-2.942779066854808,1.7513466008,2.3678509803
BOPHIZ_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][N][=C][Branch1][S][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][#C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.23618,6.90751,-1.8378479806690176,2.0824022289,6.2424045649
BORBEQ_clean,[Na][Ni],[C@H1][Branch2][Ring1][=Branch2][C@H1][Branch2][Ring1][Ring2][C@H1][Branch1][S][C][C@][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][Ring2][C][Ring1][=Branch2][O][O][O][OH0],1.10262,6.03525,-4.126914341201277,1.0080888142,6.6740958123
BOWJAA_clean,[Zn],[C][=Branch2][Ring1][Ring1][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][#C][C][=Branch1][C][=O][OH0],1.27593,5.93755,-3.5447271518267383,1.7978347939,4.2757876751
BOWZUK_clean,[Zn],[N][Branch2][Ring1][C][C][=C][C][=C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][C][=C][Ring1][O][Branch2][Ring1][C][C][=C][C][=C][Branch1][Branch2][N][C][=N][C][=C][Ring1][Branch1][C][=C][Ring1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1],0.894084,8.36121,-0.5072019085871929,1.8336739186,8.904866419
BOXFOK_clean,[Dy],[C][=Branch1][C][=O][Branch2][#Branch1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][Ring1][#Branch1][Branch1][Ring1][C][C][C][C][C][C][=C][Branch1][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][Branch2][Ring2][Branch1][C][=Ring1][N][C][C][=C][Branch1][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][Branch1][#Branch1][C][Ring2][Ring1][#C][=Ring1][N][Branch1][Ring1][C][C][C][C][Branch1][Ring1][C][C][C][C][OH0],0.790526,18.06209,-2.869473254615837,2.0912309706,10.366603743
BOZFIH_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],1.05542,5.87158,-3.696598727510692,2.1834714547,6.9674038772
BOZZOH_clean,[Ag],[C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][/C][=N][/C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][/N][=C][/C][=C][C][=C][N][=C][Ring1][=Branch1],0.865786,7.87755,-4.234531132515936,0.7592028705,10.5219254513
